spend_rank,vendor_code,vendor_name,total_spend,paid_lines,pct_of_total,running_pct_of_total
2525,V0804,Liberty Professional Services Corp 0051,890.28,4,0.0,99.9981
2526,V0303,Lakeshore Building Maintenance Inc 3179,888.11,1,0.0,99.9981
2527,V1193,Horizon Print Services Holdings 1269,885.71,3,0.0,99.9981
2528,V3534,Frontier  Consulting Group LLC 1365,877.03,3,0.0,99.9981
2529,V1791,Reliable Workforce Solutions LP 1794,875.05,3,0.0,99.9981
2530,V3136,Atlas Staffing Group Co 3077,864.57,4,0.0,99.9981
2531,V0151,Regional General Supply Co 2274,856.8,3,0.0,99.9981
2532,V2122,Ironwood Pharmaceuticals Holdings 2485,855.22,4,0.0,99.9981
2533,V3346,Sentinel Professional Services Ltd 1057,851.55,2,0.0,99.9982
2534,V3313,Allied Building Maintenance LLC 2123,850.8,3,0.0,99.9982
2535,V0279,Advanced Business Products LP 0122,849.69,2,0.0,99.9982
2536,V1967,Southpoint Clinical Staffing Co 1506,845.32,3,0.0,99.9982
2537,V2508,Integrated Lodging Partners LP 0376,837.67,4,0.0,99.9982
2538,V3108,Pinnacle Advisory Partners Holdings 0050,832.42,4,0.0,99.9982
2539,V1657,Atlas BioSupply Co 2710,827.17,4,0.0,99.9982
2540,V0774,Ironwood Business Products Group 2291,821.02,6,0.0,99.9982
2541,V0779,Allied Staffing Group Co 0521,818.82,4,0.0,99.9983
2542,V0927,Ironwood MedTech Group 1573,815.46,2,0.0,99.9983
2543,V3293,Beacon Partners LLP Holdings 2681,804.52,4,0.0,99.9983
2544,V2250,Cornerstone Clinical Reagents Ltd 0873,798.46,3,0.0,99.9983
2545,V2672,Sentinel Software Solutions Holdings 2469,789.39,4,0.0,99.9983
2546,V2581,Premier Pharma Distribution Ltd 2584,788.43,1,0.0,99.9983
2547,V0849,Vertex Surgical Systems LLC 2839,787.41,4,0.0,99.9983
2548,V1513,Sentinel Associates Group 2672,781.04,4,0.0,99.9983
2549,V2319,Premier Facilities Services Corp 0651,779.68,6,0.0,99.9983
2550,V3077,Metro Lab Solutions Holdings 1889,779.4,4,0.0,99.9984
2551,V1282,Crescent Cloud Services Inc 2310,777.98,5,0.0,99.9984
2552,V1233,Continental Surgical Systems Corp 1718,777.67,2,0.0,99.9984
2553,V0580,Northgate Laboratory Supply LLC 2482,768.51,5,0.0,99.9984
2554,V1824,Vertex Professional Services LLC 0448,767.73,2,0.0,99.9984
2555,V2238,Premier Diagnostics Supply Co 2793,749.42,5,0.0,99.9984
2556,V0438,Lakeshore Mechanical Group Corp 2726,736.62,5,0.0,99.9984
2557,V0936,Meridian MedTech LLC 3475,736.04,3,0.0,99.9984
2558,V1767,Horizon Energy Services Holdings 3376,732.27,2,0.0,99.9984
2559,V1085,Northgate Energy Services LLC 1058,731.06,3,0.0,99.9984
2560,V1742,Frontier Laboratory Supply Inc 3196,730.25,4,0.0,99.9985
2561,V3343,Sentinel Medical Devices Inc 1435,729.99,6,0.0,99.9985
2562,V1577,Regional Print Services Holdings 1211,728.42,3,0.0,99.9985
2563,V1049,Southpoint Business Products Corp 2859,726.97,3,0.0,99.9985
2564,V2151,Sentinel Advisory Partners Inc 0237,718.82,5,0.0,99.9985
2565,V0326,Dominion Advisory Partners Group 3274,707.94,3,0.0,99.9985
2566,V3524,Cascade Print Services Holdings 2708.,698.43,4,0.0,99.9985
2567,V1096,Harbor Cloud Services Inc 1145,694.17,3,0.0,99.9985
2568,V2128,Liberty Laboratory Supply LP 2503,693.85,3,0.0,99.9985
2569,V1295,Cornerstone Laboratory Supply Corp 2178,689.66,4,0.0,99.9985
2570,V2892,Liberty Energy Services Inc 1397,678.86,5,0.0,99.9986
2571,V0623,Sentinel Energy Services Group 0420,672.87,3,0.0,99.9986
2572,V0780,Harbor General Supply LLC 2816,671.0,2,0.0,99.9986
2573,V0547,Highland Health IT Ltd 0803,662.61,2,0.0,99.9986
2574,V0614,Highland Energy Services Inc 1305,661.46,4,0.0,99.9986
2575,V2915,Precision Health IT Corp 0614,660.49,5,0.0,99.9986
2576,V0558,Brightline Property Mgmt Group 0467,655.59,2,0.0,99.9986
2577,V1249,United Office Supply Ltd 1135,652.07,4,0.0,99.9986
2578,V0235,Cardinal Conference Group Co 3079,650.7,4,0.0,99.9986
2579,V0902,United BioSupply LLC 1387,646.05,2,0.0,99.9986
2580,V0931,Cardinal Diagnostics Supply Corp 1936,643.25,6,0.0,99.9986
2581,V2743,Precision Surgical Systems Co 1850,640.82,4,0.0,99.9987
2582,V0408,Riverside Office Supply Ltd 0841,639.2,4,0.0,99.9987
2583,V2713,Precision Lab Solutions Inc 1276,632.12,3,0.0,99.9987
2584,V1723,Brightline Healthcare Staffing LP 0086,632.09,4,0.0,99.9987
2585,V1269,Keystone Building Maintenance Corp 0586,629.1,5,0.0,99.9987
2586,V2168,Ironwood Health IT Group 0891,627.59,1,0.0,99.9987
2587,V1366,Northgate Building Maintenance Co 2384,627.36,4,0.0,99.9987
2588,V1748,Meridian Building Maintenance Inc 1297,624.82,3,0.0,99.9987
2589,V1560,Northgate Office Supply Holdings 2221,624.48,1,0.0,99.9987
2590,V1454,National Hospitality Group Inc 2030,623.27,4,0.0,99.9987
2591,V2667,National Business Products Holdings 2527,620.94,3,0.0,99.9987
2592,V0891,Horizon Laboratory Supply Holdings 3092,617.56,1,0.0,99.9987
2593,V1060,Dominion Staffing Group LLC 0899,616.94,4,0.0,99.9988
2594,V1146,Allied Lab Solutions Inc 0067,615.9,2,0.0,99.9988
2595,V1014,Advanced Travel Services Ltd 2478,613.4,4,0.0,99.9988
2596,V3512,Liberty BioSupply Group 1011.,607.7,3,0.0,99.9988
2597,V0562,Beacon Clinical Reagents Holdings 3135,605.69,3,0.0,99.9988
2598,V1586,Beacon Hospitality Group LLC 0072,602.97,2,0.0,99.9988
2599,V1334,Apex Gas Company LP 0660,602.75,4,0.0,99.9988
2600,V3482,Keystone Staffing Group Inc 3054,602.15,3,0.0,99.9988
2601,V0020,Frontier Consulting Group Group 2981,601.99,2,0.0,99.9988
2602,V2050,Evergreen Laboratory Supply LLC 1600,597.52,4,0.0,99.9988
2603,V1895,Advanced Lab Solutions Inc 2847,593.94,2,0.0,99.9988
2604,V0434,Southpoint Print Services Holdings 0239,587.83,2,0.0,99.9988
2605,V2096,Harbor Lab Solutions Ltd 3004,584.31,1,0.0,99.9989
2606,V2161,Riverside Health IT Group 1984,582.37,2,0.0,99.9989
2607,V0550,Trinity Software Solutions Holdings 0948,582.05,2,0.0,99.9989
2608,V2166,Paramount Diagnostics Supply Inc 0795,579.06,2,0.0,99.9989
2609,V0732,Vanguard Pharma Distribution Inc 0953,576.94,5,0.0,99.9989
2610,V2618,United Supply Company Corp 3164,576.85,4,0.0,99.9989
2611,V1476,Continental Building Maintenance Co 0732,575.45,3,0.0,99.9989
2612,V1071,Vertex Office Supply Holdings 0650,575.4,3,0.0,99.9989
2613,V2089,Keystone Workforce Solutions Co 2456,573.93,3,0.0,99.9989
2614,V3502,Northgate.Cloud Services Co 0955,573.44,4,0.0,99.9989
2615,V0572,Heritage Print Services Ltd 1462,572.43,3,0.0,99.9989
2616,V0610,Apex Data Systems Group 1063,572.2,2,0.0,99.9989
2617,V2262,Frontier Gas Company Holdings 2344,571.52,3,0.0,99.999
2618,V2371,Vanguard Environmental Svcs Inc 2758,569.39,4,0.0,99.999
2619,V0293,Frontier Conference Group LLC 1468,566.32,3,0.0,99.999
2620,V3491,Paramount Consulting Group Holdings 1247,565.87,3,0.0,99.999
2621,V0803,Evergreen Office Supply Corp 0980,563.58,5,0.0,99.999
2622,V2488,Frontier Office Supply Corp 2715,556.89,1,0.0,99.999
2623,V2810,Northgate Implant Solutions Ltd 1202,556.51,1,0.0,99.999
2624,V2780,Ironwood Surgical Systems Group 1427,552.95,4,0.0,99.999
2625,V2715,Riverside Office Supply LP 1193,552.68,4,0.0,99.999
2626,V1380,Advanced Cloud Services Corp 2945,547.1,1,0.0,99.999
2627,V1626,Harbor Staffing Group Holdings 1077,543.86,5,0.0,99.999
2628,V3122,Meridian Laboratory Supply Corp 0737,543.52,2,0.0,99.999
2629,V0629,Southpoint Property Mgmt Corp 1309,542.5,2,0.0,99.999
2630,V0654,Frontier BioSupply Ltd 1005,540.88,2,0.0,99.9991
2631,V1121,Integrated Partners LLP Ltd 2336,537.37,2,0.0,99.9991
2632,V1039,Vanguard Cloud Services Group 3444,534.45,3,0.0,99.9991
2633,V3329,National Facilities Services LP 2737,534.19,2,0.0,99.9991
2634,V1694,Brightline Staffing Group Group 2985,532.9,4,0.0,99.9991
2635,V1383,Allied Environmental Svcs Inc 3191,528.67,3,0.0,99.9991
2636,V0879,Trinity Consulting Group Co 2586,527.36,3,0.0,99.9991
2637,V0402,Continental Travel Services Corp 1467,526.33,4,0.0,99.9991
2638,V0625,Continental Gas Company Inc 2116,525.86,3,0.0,99.9991
2639,V2627,Crescent Mechanical Group LLC 0838,523.84,3,0.0,99.9991
2640,V2273,Paramount Healthcare Staffing Corp 0668,523.72,2,0.0,99.9991
2641,V1445,Evergreen Diagnostics Corp 1613,521.17,3,0.0,99.9991
2642,V0340,Metro Conference Group Inc 3335,515.71,4,0.0,99.9991
2643,V3465,Horizon Healthcare Staffing Group 0238,511.61,3,0.0,99.9991
2644,V3523,Frontier Advisory Partners Ltd 1925.,504.95,2,0.0,99.9992
2645,V2722,Advanced Print Services LLC 1934,504.37,3,0.0,99.9992
2646,V1013,Vertex Building Maintenance Corp 0796,504.36,2,0.0,99.9992
2647,V0842,Horizon Print Services Inc 2734,498.03,4,0.0,99.9992
2648,V3148,Advanced Staffing Group Co 2647,497.32,3,0.0,99.9992
2649,V2412,Sterling Gas Company Corp 3203,493.32,4,0.0,99.9992
2650,V0345,Evergreen Print Services LLC 0471,489.01,3,0.0,99.9992
2651,V1623,Continental Supply Company LP 2692,486.79,3,0.0,99.9992
2652,V1928,Bluegrass Healthcare Staffing Holdings 0613,482.59,3,0.0,99.9992
2653,V2677,Liberty Property Mgmt Inc 0289,478.57,3,0.0,99.9992
2654,V1666,Beacon General Supply Inc 0787,478.25,2,0.0,99.9992
2655,V0958,Advanced Property Mgmt Co 2491,476.99,2,0.0,99.9992
2656,V3049,Vanguard Travel Services Corp 2347,473.44,3,0.0,99.9992
2657,V0363,Apex Medical Devices LP 1228,471.44,5,0.0,99.9992
2658,V3312,Apex Lodging Partners LLC 1061,469.67,3,0.0,99.9992
2659,V2030,Pinnacle Professional Services Inc 1900,461.15,1,0.0,99.9993
2660,V0939,Beacon Supply Company Corp 1733,461.09,5,0.0,99.9993
2661,V1582,Beacon Diagnostics Supply Holdings 1594,457.72,3,0.0,99.9993
2662,V3055,United Consulting Group LLC 0416,456.84,3,0.0,99.9993
2663,V1440,Riverside Gas Company Co 3051,456.51,4,0.0,99.9993
2664,V1061,Crescent Conference Group Holdings 2984,455.84,3,0.0,99.9993
2665,V0588,Keystone Diagnostics Supply LLC 1461,454.75,2,0.0,99.9993
2666,V2232,Frontier Advisory Partners Ltd 1925,454.56,1,0.0,99.9993
2667,V2795,Ironwood Business Products Holdings 0431,451.15,2,0.0,99.9993
2668,V3388,Riverside Events Management Inc 2530,449.73,1,0.0,99.9993
2669,V2868,Harbor Property Mgmt Holdings 2095,448.84,5,0.0,99.9993
2670,V1008,Granite Lab Solutions Co 1022,446.94,2,0.0,99.9993
2671,V2600,Brightline Conference Group Corp 1053,442.26,2,0.0,99.9993
2672,V2505,Summit Clinical Reagents LP 0263,441.33,2,0.0,99.9993
2673,V2736,Granite Property Mgmt LP 2688,440.29,4,0.0,99.9993
2674,V0181,Premier Supply Company Co 3298,437.76,2,0.0,99.9993
2675,V3513,Vanguard  Gas Company Holdings 0231,435.27,1,0.0,99.9994
2676,V2656,Allied Hospitality Group Group 2195,432.68,1,0.0,99.9994
2677,V1310,Regional Events Management LLC 2448,432.32,3,0.0,99.9994
2678,V0876,Highland Office Supply Corp 3454,427.09,4,0.0,99.9994
2679,V1213,Bluegrass Property Mgmt Holdings 1835,425.32,3,0.0,99.9994
2680,V1647,Riverside Laboratory Supply Co 2570,425.01,5,0.0,99.9994
2681,V1488,Advanced Property Mgmt Ltd 2580,424.77,4,0.0,99.9994
2682,V1497,Bluegrass Office Supply Inc 3160,423.19,3,0.0,99.9994
2683,V3406,Meridian Office Supply LLC 2484,422.81,3,0.0,99.9994
2684,V1862,Sterling Power & Light Corp 2997,421.85,2,0.0,99.9994
2685,V2418,Meridian Mechanical Group Holdings 3450,418.72,3,0.0,99.9994
2686,V1806,Apex Advisory Partners Ltd 2564,417.97,1,0.0,99.9994
2687,V0632,Crescent Business Products LLC 0785,407.51,3,0.0,99.9994
2688,V0409,Reliable MedTech Ltd 2840,404.59,1,0.0,99.9994
2689,V1946,Highland Events Management Group 0577,403.68,2,0.0,99.9994
2690,V2054,Southpoint Business Products Co 2488,402.58,3,0.0,99.9994
2691,V1931,Paramount Advisory Partners LLC 0690,401.38,2,0.0,99.9994
2692,V1106,Reliable Workforce Solutions Corp 2398,394.43,4,0.0,99.9995
2693,V1639,Evergreen Diagnostics Supply Holdings 0101,394.15,4,0.0,99.9995
2694,V0665,Trinity Diagnostics Supply Co 1358,393.35,2,0.0,99.9995
2695,V2236,Reliable Business Products Corp 1759,391.0,3,0.0,99.9995
2696,V1585,Cascade Associates LP 3293,390.57,3,0.0,99.9995
2697,V3285,Metro MedTech LLC 3350,388.18,4,0.0,99.9995
2698,V0094,Integrated Cloud Services Co 1525,387.34,2,0.0,99.9995
2699,V1069,Liberty RX Wholesale Corp 1263,385.83,3,0.0,99.9995
2700,V2005,Brightline Implant Solutions Ltd 1650,380.07,3,0.0,99.9995
2701,V0884,Cascade Facilities Services LP 0349,379.79,3,0.0,99.9995
2702,V1058,Integrated Diagnostics Co 2973,377.15,3,0.0,99.9995
2703,V0025,Pinnacle Healthcare Staffing Group 0038,371.36,2,0.0,99.9995
2704,V2949,Heritage Conference Group LLC 2114,370.64,1,0.0,99.9995
2705,V2643,Premier Consulting Group Inc 0427,370.3,2,0.0,99.9995
2706,V3130,Heritage Events Management Co 1667,368.04,1,0.0,99.9995
2707,V1083,Precision Travel Services Holdings 1541,366.45,2,0.0,99.9995
2708,V0908,Southpoint Diagnostics Group 3114,363.86,2,0.0,99.9995
2709,V1688,Granite Environmental Svcs Group 2773,361.28,2,0.0,99.9995
2710,V0627,Horizon Business Products Holdings 1456,358.24,3,0.0,99.9995
2711,V1218,Heritage Mechanical Group Corp 0544,357.59,2,0.0,99.9996
2712,V1675,Lakeshore Office Supply Corp 2266,352.68,2,0.0,99.9996
2713,V2112,Evergreen Facilities Services Group 1663,351.82,3,0.0,99.9996
2714,V2744,Harbor Locum Partners Group 3355,351.29,3,0.0,99.9996
2715,V0143,Ironwood Hospitality Group LP 1861,347.73,3,0.0,99.9996
2716,V1525,United Clinical Staffing Holdings 0729,347.22,2,0.0,99.9996
2717,V2196,Cascade Print Services Group 1722,346.41,2,0.0,99.9996
2718,V2115,Precision RX Wholesale Co 2122,345.94,2,0.0,99.9996
2719,V0113,Lakeshore Laboratory Supply Corp 1652,344.03,3,0.0,99.9996
2720,V2172,Brightline Clinical Reagents LP 0768,343.16,2,0.0,99.9996
2721,V1397,Riverside Mechanical Group LLC 3439,342.96,3,0.0,99.9996
2722,V0502,Beacon Office Supply Group 3033,339.45,4,0.0,99.9996
2723,V1150,Summit Business Products Inc 2837,338.82,2,0.0,99.9996
2724,V1521,Regional Clinical Reagents LP 0005,335.38,1,0.0,99.9996
2725,V1524,Continental Workforce Solutions Ltd 0517,329.93,1,0.0,99.9996
2726,V2931,Cardinal Advisory Partners Group 0021,327.5,4,0.0,99.9996
2727,V0559,Cornerstone Partners LLP Co 0355,327.3,2,0.0,99.9996
2728,V1163,Cardinal Supply Company Holdings 2316,327.02,2,0.0,99.9996
2729,V2377,Allied Supply Company Co 3190,324.42,2,0.0,99.9996
2730,V0076,Regional Diagnostics Supply Holdings 0186,322.95,2,0.0,99.9996
2731,V3279,Cardinal Diagnostics Supply LLC 1270,321.59,1,0.0,99.9996
2732,V3511,National  Staffing Group LLC 2048,320.99,2,0.0,99.9996
2733,V2257,Integrated Conference Group LLC 0309,313.78,1,0.0,99.9997
2734,V1618,Lakeshore Partners LLP Ltd 2302,310.78,1,0.0,99.9997
2735,V1066,Coastal Water Authority Co 3000,309.51,2,0.0,99.9997
2736,V2564,Ironwood Property Mgmt Group 1019,307.93,2,0.0,99.9997
2737,V1447,Advanced Events Management Group 1730,303.31,2,0.0,99.9997
2738,V2179,Cascade Diagnostics Supply LLC 1883,302.75,2,0.0,99.9997
2739,V2701,Summit Professional Services Holdings 2602,300.85,1,0.0,99.9997
2740,V3514,Atlas Implant Solutions Corp 3279.,300.66,2,0.0,99.9997
2741,V2178,Coastal Office Supply Co 1364,300.54,1,0.0,99.9997
2742,V0048,Crescent BioSupply Co 0829,297.79,1,0.0,99.9997
2743,V2782,Granite Medical Devices Holdings 1849,297.69,3,0.0,99.9997
2744,V1875,Crescent Travel Services LP 2442,296.95,1,0.0,99.9997
2745,V0187,Integrated Data Systems Co 3395,296.17,2,0.0,99.9997
2746,V3519,REGIONAL PRINT SERVICES HOLDINGS 1211,288.88,2,0.0,99.9997
2747,V1398,Meridian Conference Group Inc 0332,285.97,3,0.0,99.9997
2748,V3537,Meridian.Surgical Systems Inc 1245,283.71,3,0.0,99.9997
2749,V1881,Premier Facilities Services Ltd 2125,277.92,1,0.0,99.9997
2750,V0174,Crescent Hospitality Group Holdings 0327,277.92,2,0.0,99.9997
2751,V3079,Lakeshore Advisory Partners LLC 1693,275.12,2,0.0,99.9997
2752,V1158,Meridian RX Wholesale Inc 2350,271.89,3,0.0,99.9997
2753,V2208,Highland Health IT Holdings 1787,271.64,3,0.0,99.9997
2754,V1279,Meridian Supply Company Co 0460,266.81,2,0.0,99.9997
2755,V1662,Cornerstone Consulting Group Ltd 0336,261.99,1,0.0,99.9997
2756,V3017,Sentinel Conference Group LLC 0195,261.54,2,0.0,99.9997
2757,V2382,Integrated Diagnostics Supply Holdings 0291,255.09,2,0.0,99.9997
2758,V0557,Liberty Laboratory Supply Group 2196,251.68,2,0.0,99.9998
2759,V2335,Lakeshore Software Solutions Group 2843,250.73,2,0.0,99.9998
2760,V0540,Coastal General Supply Corp 1529,250.24,2,0.0,99.9998
2761,V2843,Highland Software Solutions Inc 0245,250.1,1,0.0,99.9998
2762,V0545,Allied Surgical Systems Corp 3382,249.51,2,0.0,99.9998
2763,V3517,Meridian  Lodging Partners LLC 0300,238.27,3,0.0,99.9998
2764,V3237,Lakeshore Events Management LP 1828,235.81,1,0.0,99.9998
2765,V1771,Precision Partners LLP Holdings 2905,234.24,1,0.0,99.9998
2766,V2839,Cornerstone Cloud Services Inc 0453,233.48,2,0.0,99.9998
2767,V3178,Lakeshore Cloud Services Co 0689,233.22,1,0.0,99.9998
2768,V0612,Meridian Partners LLP Co 1714,232.64,1,0.0,99.9998
2769,V1901,Pinnacle Consulting Group Ltd 3233,231.44,2,0.0,99.9998
2770,V1025,Cascade Advisory Partners Corp 1565,229.62,1,0.0,99.9998
2771,V1713,Paramount Energy Services Corp 2068,229.53,1,0.0,99.9998
2772,V1033,Highland Property Mgmt Inc 2683,229.25,2,0.0,99.9998
2773,V2220,Bluegrass Diagnostics Supply Group 1965,226.77,1,0.0,99.9998
2774,V0488,Advanced Clinical Reagents LP 0073,226.55,2,0.0,99.9998
2775,V0474,Harbor MedTech Corp 0110,224.78,1,0.0,99.9998
2776,V2061,Riverside Conference Group Inc 0813,223.59,2,0.0,99.9998
2777,V2584,Apex Surgical Systems Ltd 1108,223.21,2,0.0,99.9998
2778,V2092,Frontier Print Services LLC 2340,219.76,2,0.0,99.9998
2779,V1989,Apex Power & Light Group 2215,217.96,2,0.0,99.9998
2780,V2684,United Associates Group 0727,216.04,3,0.0,99.9998
2781,V0278,Liberty Mechanical Group Holdings 1474,215.96,3,0.0,99.9998
2782,V0398,Summit Diagnostics Supply Holdings 3101,208.05,2,0.0,99.9998
2783,V1940,Granite RX Wholesale Inc 1502,205.5,1,0.0,99.9998
2784,V3422,Premier Clinical Reagents Holdings 1066,203.46,2,0.0,99.9998
2785,V0757,Keystone Laboratory Supply Co 2417,203.31,1,0.0,99.9998
2786,V1653,Vanguard Lab Solutions Ltd 1369,202.17,1,0.0,99.9998
2787,V2911,Lakeshore Clinical Staffing Group 0540,201.77,2,0.0,99.9998
2788,V2833,Atlas Environmental Svcs Holdings 0329,200.43,3,0.0,99.9998
2789,V2158,Advanced Diagnostics Supply Ltd 0770,200.16,1,0.0,99.9998
2790,V0210,Lakeshore Property Mgmt Corp 1138,198.31,2,0.0,99.9999
2791,V1622,Precision Environmental Svcs LLC 1198,196.13,2,0.0,99.9999
2792,V2945,Meridian Clinical Reagents LP 0947,195.66,1,0.0,99.9999
2793,V2673,Continental Health IT Corp 0580,193.68,2,0.0,99.9999
2794,V2678,Pinnacle Supply Company Co 1960,190.13,2,0.0,99.9999
2795,V0176,Integrated Biologics Corp 0759,188.24,1,0.0,99.9999
2796,V2343,Premier Workforce Solutions Holdings 0007,187.88,2,0.0,99.9999
2797,V3405,Sentinel Business Products Co 3311,185.39,2,0.0,99.9999
2798,V0380,Crescent Staffing Group Holdings 1380,183.97,1,0.0,99.9999
2799,V1409,Summit General Supply Inc 0981,183.36,1,0.0,99.9999
2800,V2441,Allied Gas Company Ltd 1890,182.19,1,0.0,99.9999
2801,V1090,Integrated Data Systems Group 3303,181.28,2,0.0,99.9999
2802,V2930,Granite Associates Holdings 0248,180.67,1,0.0,99.9999
2803,V2773,Sentinel General Supply LLC 0758,180.09,2,0.0,99.9999
2804,V0754,Apex Environmental Svcs Inc 2929,178.16,2,0.0,99.9999
2805,V0972,Beacon Drug Supply LP 2063,177.9,1,0.0,99.9999
2806,V0675,Ironwood Consulting Group Ltd 2819,174.24,1,0.0,99.9999
2807,V3506,Paramount.Laboratory Supply Ltd 0163,173.16,2,0.0,99.9999
2808,V2933,Apex Environmental Svcs Inc 2800,172.32,2,0.0,99.9999
2809,V0109,Frontier Pharmaceuticals Inc 1334,169.49,1,0.0,99.9999
2810,V1769,Cornerstone Surgical Systems Inc 2268,167.32,1,0.0,99.9999
2811,V0431,Dominion Conference Group LP 0571,167.11,2,0.0,99.9999
2812,V1706,Highland Utility Services Group 2576,166.18,1,0.0,99.9999
2813,V3073,Atlas Office Supply LP 2295,165.34,1,0.0,99.9999
2814,V0935,Highland Locum Partners Inc 0259,163.17,1,0.0,99.9999
2815,V1081,Dominion Lab Solutions Co 0328,160.61,1,0.0,99.9999
2816,V0723,Liberty RX Wholesale Holdings 2547,160.24,1,0.0,99.9999
2817,V1418,Premier Environmental Svcs Corp 0932,160.0,1,0.0,99.9999
2818,V1258,Trinity Print Services Inc 1704,154.89,1,0.0,99.9999
2819,V2337,Crescent Office Supply Ltd 2876,146.46,2,0.0,99.9999
2820,V3440,Pinnacle Professional Services Inc 3387,142.67,1,0.0,99.9999
2821,V1684,Pinnacle Laboratory Supply Corp 0083,140.98,2,0.0,99.9999
2822,V0943,Metro Surgical Systems Ltd 3211,136.67,1,0.0,99.9999
2823,V2159,Regional Technology Group Holdings 2194,135.68,1,0.0,99.9999
2824,V1587,Brightline BioSupply LP 0312,135.08,1,0.0,99.9999
2825,V3409,Atlas Mechanical Group Corp 2326,134.24,2,0.0,99.9999
2826,V3543,CORNERSTONE BUSINESS PRODUCTS LTD 2787,129.39,1,0.0,99.9999
2827,V1104,Riverside Print Services Holdings 0669,127.2,1,0.0,99.9999
2828,V2410,Keystone Hospitality Group Corp 1852,126.32,1,0.0,99.9999
2829,V2683,United Diagnostics LLC 2744,123.82,1,0.0,99.9999
2830,V1057,National Conference Group Holdings 2543,121.06,1,0.0,99.9999
2831,V2801,Southpoint Gas Company Co 2958,119.12,1,0.0,99.9999
2832,V3515,STERLING POWER & LIGHT LP 2100,118.48,1,0.0,99.9999
2833,V1219,Advanced Partners LLP LP 2311,117.1,1,0.0,99.9999
2834,V3504,Frontier.Conference Group LLC 1468,111.8,1,0.0,99.9999
2835,V2453,Northgate Partners LLP LP 1445,109.96,1,0.0,100.0
2836,V2871,Highland Advisory Partners Holdings 1742,109.89,1,0.0,100.0
2837,V0321,Horizon Lodging Partners Ltd 0706,109.17,1,0.0,100.0
2838,V0641,Coastal Staffing Group LLC 0264,107.34,1,0.0,100.0
2839,V0388,Reliable Hospitality Group Co 0389,107.25,1,0.0,100.0
2840,V0281,Highland Pharma Distribution Group 1959,107.13,1,0.0,100.0
2841,V2144,Continental Business Products Group 1347,106.07,1,0.0,100.0
2842,V1534,United Staffing Group Holdings 2979,105.56,1,0.0,100.0
2843,V2397,Granite Laboratory Supply Co 2105,104.99,1,0.0,100.0
2844,V2926,Integrated Advisory Partners Holdings 1165,104.4,1,0.0,100.0
